
0.000167,113.02,64,64,16,16,1
0.00017,222.051,64,64,16,16,2
0.000186,405.9,64,64,16,16,4
0.000239,473.833,64,64,16,16,6
0.000257,587.529,64,64,16,16,8
0.000292,646.382,64,64,16,16,10
0.000376,602.373,64,64,16,16,12
0.000528,500.457,64,64,16,16,14
0.000547,552.084,64,64,16,16,16
0.000666,510.118,64,64,16,16,18
0.000719,525.017,64,64,16,16,20

0.000272,277.564,64,64,32,32,1
0.000317,476.325,64,64,32,32,2
0.000791,381.782,64,64,32,32,4
0.000947,478.337,64,64,32,32,6
0.00107,564.467,64,64,32,32,8
0.001195,631.778,64,64,32,32,10
0.001336,678.121,64,64,32,32,12
0.001537,687.68,64,64,32,32,14
0.001715,704.35,64,64,32,32,16
0.001921,707.42,64,64,32,32,18
0.002087,723.502,64,64,32,32,20

0.001595,189.335,64,64,64,64,1
0.001655,364.942,64,64,64,64,2
0.001964,615.051,64,64,64,64,4
0.00255,710.564,64,64,64,64,6
0.003306,730.768,64,64,64,64,8
0.004056,744.551,64,64,64,64,10
0.007092,510.981,64,64,64,64,12
0.007147,591.557,64,64,64,64,14
0.007183,672.677,64,64,64,64,16
0.007396,734.967,64,64,64,64,18
0.007472,808.324,64,64,64,64,20

0.0005,150.995,128,128,16,16,1
0.000511,295.489,128,128,16,16,2
0.000583,517.993,128,128,16,16,4
0.000756,599.186,128,128,16,16,6
0.000879,687.121,128,128,16,16,8
0.000976,773.54,128,128,16,16,10
0.001317,687.904,128,128,16,16,12
0.001736,608.851,128,128,16,16,14
0.002022,597.408,128,128,16,16,16
0.002538,535.443,128,128,16,16,18
0.00281,537.349,128,128,16,16,20

0.000899,335.918,128,128,32,32,1
0.001124,537.349,128,128,32,32,2
0.00308,392.195,128,128,32,32,4
0.003765,481.259,128,128,32,32,6
0.004245,569.121,128,128,32,32,8
0.004688,644.176,128,128,32,32,10
0.005263,688.558,128,128,32,32,12
0.005881,718.901,128,128,32,32,14
0.006539,738.926,128,128,32,32,16
0.007193,755.709,128,128,32,32,18
0.007879,766.569,128,128,32,32,20

0.00615,196.416,128,128,64,64,1
0.006494,372.023,128,128,64,64,2
0.007752,623.302,128,128,64,64,4
0.009855,735.44,128,128,64,64,6
0.012965,745.366,128,128,64,64,8
0.0157,769.401,128,128,64,64,10
0.02772,522.926,128,128,64,64,12
0.028555,592.241,128,128,64,64,14
0.029265,660.426,128,128,64,64,16
0.029419,739.089,128,128,64,64,18
0.029739,812.374,128,128,64,64,20

0.001973,153.061,256,256,16,16,1
0.002056,293.764,256,256,16,16,2
0.002247,537.588,256,256,16,16,4
0.002918,620.952,256,256,16,16,6
0.003413,707.858,256,256,16,16,8
0.003986,757.626,256,256,16,16,10
0.005547,653.304,256,256,16,16,12
0.006952,608.15,256,256,16,16,14
0.008197,589.464,256,256,16,16,16
0.010311,527.186,256,256,16,16,18
0.01136,531.672,256,256,16,16,20

0.003701,326.387,256,256,32,32,1
0.004704,513.588,256,256,32,32,2
0.013543,356.778,256,256,32,32,4
0.01609,450.451,256,256,32,32,6
0.018096,534.023,256,256,32,32,8
0.019148,630.854,256,256,32,32,10
0.021421,676.696,256,256,32,32,12
0.023515,719.176,256,256,32,32,14
0.02607,741.364,256,256,32,32,16
0.028512,762.601,256,256,32,32,18
0.031175,774.954,256,256,32,32,20

0.02459,196.496,256,256,64,64,1
0.026652,362.587,256,256,64,64,2
0.032921,587.083,256,256,64,64,4
0.041109,705.223,256,256,64,64,6
0.051657,748.296,256,256,64,64,8
0.062431,773.949,256,256,64,64,10
0.114471,506.522,256,256,64,64,12
0.113323,596.929,256,256,64,64,14
0.116993,660.804,256,256,64,64,16
0.11675,744.951,256,256,64,64,18
0.120418,802.511,256,256,64,64,20

0.007866,153.567,512,512,16,16,1
0.008209,294.301,512,512,16,16,2
0.009824,491.84,512,512,16,16,4
0.012842,564.379,512,512,16,16,6
0.015007,643.945,512,512,16,16,8
0.016482,732.896,512,512,16,16,10
0.021641,669.817,512,512,16,16,12
0.027983,604.347,512,512,16,16,14
0.032846,588.423,512,512,16,16,16
0.040741,533.695,512,512,16,16,18
0.044762,539.725,512,512,16,16,20

0.015129,319.376,512,512,32,32,1
0.019646,491.89,512,512,32,32,2
0.054748,353.024,512,512,32,32,4
0.066719,434.524,512,512,32,32,6
0.074772,516.968,512,512,32,32,8
0.079936,604.463,512,512,32,32,10
0.0872,664.932,512,512,32,32,12
0.095274,710.013,512,512,32,32,14
0.104143,742.339,512,512,32,32,16
0.112664,771.969,512,512,32,32,18
0.121472,795.548,512,512,32,32,20

0.1022,189.113,512,512,64,64,1
0.113945,339.24,512,512,64,64,2
0.139129,555.667,512,512,64,64,4
0.167615,691.848,512,512,64,64,6
0.203668,759.171,512,512,64,64,8
0.235717,819.939,512,512,64,64,10
0.417966,554.897,512,512,64,64,12
0.426037,635.116,512,512,64,64,14
0.428403,721.838,512,512,64,64,16
0.445228,781.38,512,512,64,64,18
0.454377,850.719,512,512,64,64,20

