
0.000885,21.327,64,64,16,16,1
0.000879,42.9451,64,64,16,16,2
0.000879,85.8902,64,64,16,16,4
0.000882,128.397,64,64,16,16,6
0.00088,171.585,64,64,16,16,8
0.00091,207.411,64,64,16,16,10
0.000991,228.549,64,64,16,16,12
0.001023,258.3,64,64,16,16,14
0.001,301.99,64,64,16,16,16
0.000997,340.761,64,64,16,16,18
0.001004,375.983,64,64,16,16,20

0.001781,42.3905,64,64,32,32,1
0.001741,86.7289,64,64,32,32,2
0.001752,172.369,64,64,32,32,4
0.002155,210.202,64,64,32,32,6
0.002,301.99,64,64,32,32,8
0.001983,380.724,64,64,32,32,10
0.003296,274.869,64,64,32,32,12
0.003774,280.065,64,64,32,32,14
0.002438,495.472,64,64,32,32,16
0.00506,268.568,64,64,32,32,18
0.002289,659.655,64,64,32,32,20

0.00368,82.0625,64,64,64,64,1
0.003762,160.548,64,64,64,64,2
0.010624,113.701,64,64,64,64,4
0.010622,170.584,64,64,64,64,6
0.011341,213.025,64,64,64,64,8
0.011398,264.95,64,64,64,64,10
0.011397,317.968,64,64,64,64,12
0.011639,363.249,64,64,64,64,14
0.01187,407.063,64,64,64,64,16
0.012057,450.843,64,64,64,64,18
0.0119,507.546,64,64,64,64,20

0.003304,22.8503,128,128,16,16,1
0.00333,45.3438,128,128,16,16,2
0.003626,83.2846,128,128,16,16,4
0.003676,123.228,128,128,16,16,6
0.003685,163.902,128,128,16,16,8
0.003678,205.268,128,128,16,16,10
0.00391,231.706,128,128,16,16,12
0.003858,273.967,128,128,16,16,14
0.003818,316.385,128,128,16,16,16
0.003913,347.292,128,128,16,16,18
0.003891,388.062,128,128,16,16,20

0.006896,43.792,128,128,32,32,1
0.007305,82.6803,128,128,32,32,2
0.007596,159.026,128,128,32,32,4
0.009556,189.613,128,128,32,32,6
0.009865,244.898,128,128,32,32,8
0.007811,386.621,128,128,32,32,10
0.013744,263.67,128,128,32,32,12
0.015283,276.638,128,128,32,32,14
0.010563,457.43,128,128,32,32,16
0.020545,264.581,128,128,32,32,18
0.010797,559.396,128,128,32,32,20

0.015864,76.1447,128,128,64,64,1
0.016119,149.88,128,128,64,64,2
0.042754,113.015,128,128,64,64,4
0.043887,165.146,128,128,64,64,6
0.04663,207.242,128,128,64,64,8
0.045209,267.194,128,128,64,64,10
,,128,128,64,64,12
,,128,128,64,64,14
,,128,128,64,64,16
,,128,128,64,64,18
,,128,128,64,64,20

,,256,256,16,16,1
,,256,256,16,16,2
,,256,256,16,16,4
,,256,256,16,16,6
,,256,256,16,16,8
,,256,256,16,16,10
,,256,256,16,16,12
,,256,256,16,16,14
,,256,256,16,16,16
,,256,256,16,16,18
,,256,256,16,16,20

,,256,256,32,32,1
,,256,256,32,32,2
,,256,256,32,32,4
,,256,256,32,32,6
,,256,256,32,32,8
,,256,256,32,32,10
,,256,256,32,32,12
,,256,256,32,32,14
,,256,256,32,32,16
,,256,256,32,32,18
,,256,256,32,32,20

,,256,256,64,64,1
,,256,256,64,64,2
,,256,256,64,64,4
,,256,256,64,64,6
,,256,256,64,64,8
,,256,256,64,64,10
,,256,256,64,64,12
,,256,256,64,64,14
,,256,256,64,64,16
,,256,256,64,64,18
,,256,256,64,64,20

,,512,512,16,16,1
,,512,512,16,16,2
,,512,512,16,16,4
,,512,512,16,16,6
,,512,512,16,16,8
,,512,512,16,16,10
,,512,512,16,16,12
,,512,512,16,16,14
,,512,512,16,16,16
,,512,512,16,16,18
,,512,512,16,16,20

,,512,512,32,32,1
,,512,512,32,32,2
,,512,512,32,32,4
,,512,512,32,32,6
,,512,512,32,32,8
,,512,512,32,32,10
,,512,512,32,32,12
,,512,512,32,32,14
,,512,512,32,32,16
,,512,512,32,32,18
,,512,512,32,32,20

,,512,512,64,64,1
,,512,512,64,64,2
,,512,512,64,64,4
,,512,512,64,64,6
,,512,512,64,64,8
,,512,512,64,64,10
,,512,512,64,64,12
,,512,512,64,64,14
,,512,512,64,64,16
,,512,512,64,64,18
,,512,512,64,64,20

